Record Length,1.024000e+03,,          0.00000, -52.94850,
Sample Interval,4.932134e+00,,          4.93213, -52.54850,
Trigger Point,0.000000000000e+00,,          9.86427, -58.54850,
,,,         14.79640, -58.94850,
,,,         19.72854, -59.74850,
,,,         24.66067, -59.34850,
Source,MATH,,         29.59280, -58.14850,
Vertical Units,dB,,         34.52494, -60.54850,
Vertical Scale,1.000000e+01,,         39.45707, -55.74850,
Vertical Offset,0.000000e+00,,         44.38920, -45.34850,
Horizontal Units,Hz,,         49.32134, -41.74850,
Horizontal Scale,5.050505e+02,,         54.25347, -41.34850,
Pt Fmt,Y,,         59.18561, -42.54850,
Yzero,-3.494850e+01,,         64.11774, -51.74850,
Probe Atten,1.000000e+00,,         69.04987, -59.74850,
Model Number,TDS2012B,,         73.98201, -56.94850,
Serial Number,C067062,,         78.91414, -54.94850,
Firmware Version,FV:v22.11,,         83.84628, -52.94850,
,,,88.77841, -55.34850,
,,,93.71054, -56.94850,
,,,98.64267, -61.34850,
,,,103.57480, -63.34850,
,,,108.50693, -65.34850,
,,,113.43906, -60.94850,
,,,118.37119, -65.34850,
,,,123.30332, -65.74850,
,,,128.23545, -58.14850,
,,,133.16758, -57.74850,
,,,138.09971, -61.34850,
,,,143.03184, -69.34850,
,,,147.96397, -62.94850,
,,,152.89610, -61.34850,
,,,157.82823, -59.34850,
,,,162.76036, -56.14850,
,,,167.69249, -53.74850,
,,,172.62462, -52.94850,
,,,177.55675, -52.54850,
,,,182.48888, -53.74850,
,,,187.42101, -54.94850,
,,,192.35314, -55.74850,
,,,197.28527, -60.94850,
,,,202.21740, -69.34850,
,,,207.14953, -66.54850,
,,,212.08166, -68.54850,
,,,217.01379, -69.34850,
,,,221.94592, -66.54850,
,,,226.87805, -56.94850,
,,,231.81018, -52.54850,
,,,236.74231, -51.34850,
,,,241.67444, -51.34850,
,,,246.60657, -55.34850,
,,,251.53870, -62.94850,
,,,256.47083, -59.34850,
,,,261.40296, -57.34850,
,,,266.33509, -57.34850,
,,,271.26722, -61.34850,
,,,276.19935, -72.54850,
,,,281.13148, -69.34850,
,,,286.06361, -72.54850,
,,,290.99574, -65.34850,
,,,295.92787, -61.34850,
,,,300.86000, -58.54850,
,,,305.79213, -57.34850,
,,,310.72426, -59.34850,
,,,315.65639, -62.54850,
,,,320.58852, -62.94850,
,,,325.52065, -69.34850,
,,,330.45278, -72.54850,
,,,335.38491, -65.74850,
,,,340.31704, -61.34850,
,,,345.24917, -58.54850,
,,,350.18130, -61.34850,
,,,355.11343, -68.54850,
,,,360.04556, -65.74850,
