Record Length,1.024000e+03,,          0.00000, -52.14850,
Sample Interval,4.932134e+00,,          4.93213, -50.14850,
Trigger Point,0.000000000000e+00,,          9.86427, -53.34850,
,,,         14.79640, -60.94850,
,,,         19.72854, -68.54850,
,,,         24.66067, -60.94850,
Source,MATH,,         29.59280, -58.94850,
Vertical Units,dB,,         34.52494, -62.94850,
Vertical Scale,1.000000e+01,,         39.45707, -61.34850,
Vertical Offset,0.000000e+00,,         44.38920, -46.54850,
Horizontal Units,Hz,,         49.32134, -42.94850,
Horizontal Scale,5.050505e+02,,         54.25347, -43.34850,
Pt Fmt,Y,,         59.18561, -44.94850,
Yzero,-3.494850e+01,,         64.11774, -58.14850,
Probe Atten,1.000000e+00,,         69.04987, -61.34850,
Model Number,TDS2012B,,         73.98201, -65.34850,
Serial Number,C067062,,         78.91414, -64.14850,
Firmware Version,FV:v22.11,,         83.84628, -65.74850,
,,,88.77841, -68.54850,
,,,93.71054, -65.74850,
,,,98.64267, -64.14850,
,,,103.57480, -62.54850,
,,,108.50693, -62.94850,
,,,113.43906, -59.34850,
,,,118.37119, -59.34850,
,,,123.30332, -61.34850,
,,,128.23545, -65.34850,
,,,133.16758, -69.34850,
,,,138.09971, -72.54850,
,,,143.03184, -68.54850,
,,,147.96397, -61.34850,
,,,152.89610, -58.94850,
,,,157.82823, -58.14850,
,,,162.76036, -60.94850,
,,,167.69249, -62.94850,
,,,172.62462, -59.34850,
,,,177.55675, -58.54850,
,,,182.48888, -60.14850,
,,,187.42101, -68.54850,
,,,192.35314, -61.34850,
,,,197.28527, -58.54850,
,,,202.21740, -58.14850,
,,,207.14953, -62.54850,
,,,212.08166, -61.34850,
,,,217.01379, -58.14850,
,,,221.94592, -56.14850,
,,,226.87805, -55.74850,
,,,231.81018, -55.74850,
,,,236.74231, -53.74850,
,,,241.67444, -54.94850,
,,,246.60657, -61.34850,
,,,251.53870, -63.34850,
,,,256.47083, -60.14850,
,,,261.40296, -59.34850,
