Record Length,1.024000e+03,,          0.00000, -56.94850,
Sample Interval,2.466067e+00,,          2.46607, -55.34850,
Trigger Point,0.000000000000e+00,,          4.93213, -57.74850,
,,,          7.39820, -65.34850,
,,,          9.86427, -61.34850,
,,,         12.33033, -61.34850,
Source,MATH,,         14.79640, -60.94850,
Vertical Units,dB,,         17.26247, -58.14850,
Vertical Scale,1.000000e+01,,         19.72854, -57.74850,
Vertical Offset,0.000000e+00,,         22.19460, -59.34850,
Horizontal Units,Hz,,         24.66067, -60.94850,
Horizontal Scale,2.525253e+02,,         27.12674, -57.34850,
Pt Fmt,Y,,         29.59280, -57.74850,
Yzero,-3.494850e+01,,         32.05887, -59.34850,
Probe Atten,1.000000e+00,,         34.52494, -64.14850,
Model Number,TDS2012B,,         36.99100, -69.34850,
Serial Number,C067062,,         39.45707, -68.54850,
Firmware Version,FV:v22.11,,         41.92314, -68.54850,
,,,44.38921, -68.54850,
,,,46.85528, -55.74850,
,,,49.32135, -44.14850,
,,,51.78742, -42.54850,
,,,54.25349, -43.34850,
,,,56.71956, -47.74850,
,,,59.18563, -52.54850,
,,,61.65170, -51.74850,
,,,64.11777, -59.74850,
,,,66.58384, -68.54850,
,,,69.04991, -62.94850,
,,,71.51598, -62.94850,
,,,73.98205, -72.54850,
,,,76.44812, -72.54850,
,,,78.91419, -66.54850,
,,,81.38026, -65.74850,
,,,83.84633, -72.54850,
,,,86.31240, -62.94850,
,,,88.77847, -63.34850,
,,,91.24454, -62.94850,
,,,93.71061, -62.54850,
,,,96.17668, -62.94850,
,,,98.64275, -61.34850,
,,,101.10882, -62.94850,
,,,103.57489, -64.14850,
,,,106.04096, -61.34850,
,,,108.50703, -59.74850,
,,,110.97310, -62.54850,
,,,113.43917, -69.34850,
,,,115.90524, -58.14850,
,,,118.37131, -57.74850,
,,,120.83738, -56.14850,
,,,123.30345, -53.74850,
,,,125.76952, -56.54850,
,,,128.23559, -59.34850,
,,,130.70166, -68.54850,
,,,133.16773, -65.74850,
,,,135.63380, -63.34850,
,,,138.09987, -63.34850,
,,,140.56594, -68.54850,
,,,143.03201, -64.14850,
,,,145.49808, -59.74850,
,,,147.96415, -59.34850,
,,,150.43022, -62.54850,
,,,152.89629, -68.54850,
,,,155.36236, -58.54850,
,,,157.82843, -57.34850,
,,,160.29450, -59.74850,
